review_status,canonical_key,canonical_title,primary_file,variant_count,variant_extensions,max_duration_seconds,series_or_project,episode_or_segment,rights_status,publishable,sensitivity_level,primary_topics,people_entities,summary_for_search,variant_paths,notes
todo,audio_10_10_2024_10_04,Session Audio 10 10 2024 10 04 21,audio recordings/Audio_10_10_2024_10_04_21.mp3,1,.mp3,261.272,Audio Bee,,,,,,,,audio recordings/Audio_10_10_2024_10_04_21.mp3,
todo,audio_10_10_2024_10_16,Session Audio 10 10 2024 10 16 35,audio recordings/Audio_10_10_2024_10_16_35^.wav,2,.mp3|.wav,90.128,Audio Bee,,,,,,,,audio recordings/Audio_10_10_2024_10_16_35^.wav | audio recordings/Audio_10_10_2024_10_16_35.mp3,
todo,audio_10_10_2024_10_18,Session Audio 10 10 2024 10 18 36,audio recordings/Audio_10_10_2024_10_18_36^.wav,2,.mp3|.wav,184.088,Audio Bee,,,,,,,,audio recordings/Audio_10_10_2024_10_18_36^.wav | audio recordings/Audio_10_10_2024_10_18_36.mp3,
todo,audio_10_10_2024_11_02,Session Audio 10 10 2024 11 02 51,audio recordings/Audio_10_10_2024_11_02_51^.wav,2,.mp3|.wav,564.176,Audio Bee,,,,,,,,audio recordings/Audio_10_10_2024_11_02_51^.wav | audio recordings/Audio_10_10_2024_11_02_51.mp3,
todo,audio_10_10_2024_12_25,Session Audio 10 10 2024 12 25 37,audio recordings/Audio_10_10_2024_12_25_37^.wav,2,.mp3|.wav,,Audio Bee,,,,,,,,audio recordings/Audio_10_10_2024_12_25_37^.wav | audio recordings/Audio_10_10_2024_12_25_37.mp3,
todo,audio_10_10_2024_12_25_37 (1),Session Audio 10 10 2024 12 25 37 (1),audio recordings/Audio_10_10_2024_12_25_37 (1)^.wav,2,.mp3|.wav,60.248,Audio Bee,,,,,,,,audio recordings/Audio_10_10_2024_12_25_37 (1)^.wav | audio recordings/Audio_10_10_2024_12_25_37 (1).mp3,
todo,audio_10_11_2024_09_02,Session Audio 10 11 2024 09 02 25,audio recordings/Audio_10_11_2024_09_02_25.mp3,1,.mp3,348.284,Audio Bee,,,,,,,,audio recordings/Audio_10_11_2024_09_02_25.mp3,
todo,audio_10_11_2024_09_08,Session Audio 10 11 2024 09 08 33,audio recordings/Audio_10_11_2024_09_08_33.mp3,1,.mp3,,Audio Bee,,,,,,,,audio recordings/Audio_10_11_2024_09_08_33.mp3,
todo,audio_10_12_2024_10_01,Session Audio 10 12 2024 10 01 04,audio recordings/Audio_10_12_2024_10_01_04^.wav,2,.mp3|.wav,1655.684,Audio Bee,,,,,,,,audio recordings/Audio_10_12_2024_10_01_04^.wav | audio recordings/Audio_10_12_2024_10_01_04.mp3,
todo,audio_10_13_2024_00_04,Session Audio 10 13 2024 00 04 29,audio recordings/Audio_10_13_2024_00_04_29^.wav,2,.mp3|.wav,818.228,Audio Bee,,,,,,,,audio recordings/Audio_10_13_2024_00_04_29^.wav | audio recordings/Audio_10_13_2024_00_04_29.mp3,
todo,audio_10_13_2024_09_02,Session Audio 10 13 2024 09 02 58,audio recordings/Audio_10_13_2024_09_02_58^.wav,2,.mp3|.wav,290.9,Audio Bee,,,,,,,,audio recordings/Audio_10_13_2024_09_02_58^.wav | audio recordings/Audio_10_13_2024_09_02_58.mp3,
todo,audio_10_14_2024_17_37,Session Audio 10 14 2024 17 37 31,audio recordings/Audio_10_14_2024_17_37_31^.wav,2,.mp3|.wav,154.732,Audio Bee,,,,,,,,audio recordings/Audio_10_14_2024_17_37_31^.wav | audio recordings/Audio_10_14_2024_17_37_31.mp3,
todo,audio_10_14_2024_17_45,Session Audio 10 14 2024 17 45 43,audio recordings/Audio_10_14_2024_17_45_43^.wav,2,.mp3|.wav,467.048,Audio Bee,,,,,,,,audio recordings/Audio_10_14_2024_17_45_43^.wav | audio recordings/Audio_10_14_2024_17_45_43.mp3,
todo,audio_10_14_2024_17_53,Session Audio 10 14 2024 17 53 35,audio recordings/Audio_10_14_2024_17_53_35^.wav,2,.mp3|.wav,137.576,Audio Bee,,,,,,,,audio recordings/Audio_10_14_2024_17_53_35^.wav | audio recordings/Audio_10_14_2024_17_53_35.mp3,
todo,audio_10_14_2024_18_46,Session Audio 10 14 2024 18 46 48,audio recordings/Audio_10_14_2024_18_46_48^.wav,2,.mp3|.wav,113.348,Audio Bee,,,,,,,,audio recordings/Audio_10_14_2024_18_46_48^.wav | audio recordings/Audio_10_14_2024_18_46_48.mp3,
todo,audio_10_14_2024_21_30,Session Audio 10 14 2024 21 30 13,audio recordings/Audio_10_14_2024_21_30_13^.wav,2,.mp3|.wav,1260.74,Audio Bee,,,,,,,,audio recordings/Audio_10_14_2024_21_30_13^.wav | audio recordings/Audio_10_14_2024_21_30_13.mp3,
todo,audio_10_17_2024_17_04,Session Audio 10 17 2024 17 04 56,audio recordings/Audio_10_17_2024_17_04_56^.wav,2,.mp3|.wav,505.316,Audio Bee,,,,,,,,audio recordings/Audio_10_17_2024_17_04_56^.wav | audio recordings/Audio_10_17_2024_17_04_56.mp3,
todo,audio_10_18_2024_09_29,Session Audio 10 18 2024 09 29 56,audio recordings/Audio_10_18_2024_09_29_56^.wav,2,.mp3|.wav,693.956,Audio Bee,,,,,,,,audio recordings/Audio_10_18_2024_09_29_56^.wav | audio recordings/Audio_10_18_2024_09_29_56.mp3,
todo,audio_10_21_2024_17_51,Session Audio 10 21 2024 17 51 28,audio recordings/Audio_10_21_2024_17_51_28^.wav,2,.mp3|.wav,828.38,Audio Bee,,,,,,,,audio recordings/Audio_10_21_2024_17_51_28^.wav | audio recordings/Audio_10_21_2024_17_51_28.mp3,
todo,audio_10_21_2025_18_56,Session Audio 10 21 2025 18 56 05,audio recordings/Audio_10_21_2025_18_56_05.mp3,1,.mp3,568.156,Audio Bee,,,,,,,,audio recordings/Audio_10_21_2025_18_56_05.mp3,
todo,audio_10_22_2024_16_21,Session Audio 10 22 2024 16 21 59,audio recordings/Audio_10_22_2024_16_21_59^.wav,2,.mp3|.wav,525.728,Audio Bee,,,,,,,,audio recordings/Audio_10_22_2024_16_21_59^.wav | audio recordings/Audio_10_22_2024_16_21_59.mp3,
todo,audio_10_26_2025_18_45,Session Audio 10 26 2025 18 45 56,audio recordings/Audio_10_26_2025_18_45_56.mp3,1,.mp3,330.181,Audio Bee,,,,,,,,audio recordings/Audio_10_26_2025_18_45_56.mp3,
todo,audio_10_27_2021_00_51,Session Audio 10 27 2021 00 51 32,audio recordings/Audio_10_27_2021_00_51_32^.wav,2,.mp3|.wav,,Audio Bee,,,,,,,,audio recordings/Audio_10_27_2021_00_51_32^.wav | audio recordings/Audio_10_27_2021_00_51_32.mp3,
todo,audio_10_27_2021_01_02,Session Audio 10 27 2021 01 02 52,audio recordings/Audio_10_27_2021_01_02_52^.wav,2,.mp3|.wav,,Audio Bee,,,,,,,,audio recordings/Audio_10_27_2021_01_02_52^.wav | audio recordings/Audio_10_27_2021_01_02_52.mp3,
todo,audio_10_28_2024_07_32,Session Audio 10 28 2024 07 32 28,audio recordings/Audio_10_28_2024_07_32_28^.wav,2,.mp3|.wav,0.596,Audio Bee,,,,,,,,audio recordings/Audio_10_28_2024_07_32_28^.wav | audio recordings/Audio_10_28_2024_07_32_28.mp3,
todo,audio_10_28_2024_07_33,Session Audio 10 28 2024 07 33 58,audio recordings/Audio_10_28_2024_07_33_58^.wav,2,.mp3|.wav,1543.844,Audio Bee,,,,,,,,audio recordings/Audio_10_28_2024_07_33_58^.wav | audio recordings/Audio_10_28_2024_07_33_58.mp3,
todo,audio_10_28_2024_08_03,Session Audio 10 28 2024 08 03 53,audio recordings/Audio_10_28_2024_08_03_53^.wav,2,.mp3|.wav,43.328,Audio Bee,,,,,,,,audio recordings/Audio_10_28_2024_08_03_53^.wav | audio recordings/Audio_10_28_2024_08_03_53.mp3,
todo,audio_10_28_2024_08_24,Session Audio 10 28 2024 08 24 23,audio recordings/Audio_10_28_2024_08_24_23^.wav,2,.mp3|.wav,127.532,Audio Bee,,,,,,,,audio recordings/Audio_10_28_2024_08_24_23^.wav | audio recordings/Audio_10_28_2024_08_24_23.mp3,
todo,audio_10_28_2024_08_43,Session Audio 10 28 2024 08 43 23,audio recordings/Audio_10_28_2024_08_43_23^.wav,2,.mp3|.wav,4835.828,Audio Bee,,,,,,,,audio recordings/Audio_10_28_2024_08_43_23^.wav | audio recordings/Audio_10_28_2024_08_43_23.mp3,
todo,audio_10_28_2024_10_42,Session Audio 10 28 2024 10 42 27,audio recordings/Audio_10_28_2024_10_42_27^.wav,2,.mp3|.wav,3368.432,Audio Bee,,,,,,,,audio recordings/Audio_10_28_2024_10_42_27^.wav | audio recordings/Audio_10_28_2024_10_42_27.mp3,
todo,audio_10_28_2024_14_19,Session Audio 10 28 2024 14 19 44,audio recordings/Audio_10_28_2024_14_19_44^.wav,2,.mp3|.wav,144.056,Audio Bee,,,,,,,,audio recordings/Audio_10_28_2024_14_19_44^.wav | audio recordings/Audio_10_28_2024_14_19_44.mp3,
todo,audio_10_28_2024_14_22,Session Audio 10 28 2024 14 22 14,audio recordings/Audio_10_28_2024_14_22_14^.wav,2,.mp3|.wav,1746.848,Audio Bee,,,,,,,,audio recordings/Audio_10_28_2024_14_22_14^.wav | audio recordings/Audio_10_28_2024_14_22_14.mp3,
todo,audio_10_28_2024_14_57,Session Audio 10 28 2024 14 57 52,audio recordings/Audio_10_28_2024_14_57_52^.wav,2,.mp3|.wav,1151.552,Audio Bee,,,,,,,,audio recordings/Audio_10_28_2024_14_57_52^.wav | audio recordings/Audio_10_28_2024_14_57_52.mp3,
todo,audio_10_29_2024_10_18,Session Audio 10 29 2024 10 18 29,audio recordings/Audio_10_29_2024_10_18_29^.wav,2,.mp3|.wav,60.7,Audio Bee,,,,,,,,audio recordings/Audio_10_29_2024_10_18_29^.wav | audio recordings/Audio_10_29_2024_10_18_29.mp3,
todo,audio_10_29_2024_11_25,Session Audio 10 29 2024 11 25 33,audio recordings/Audio_10_29_2024_11_25_33^.wav,2,.mp3|.wav,412.148,Audio Bee,,,,,,,,audio recordings/Audio_10_29_2024_11_25_33^.wav | audio recordings/Audio_10_29_2024_11_25_33.mp3,
todo,audio_10_29_2024_11_36,Session Audio 10 29 2024 11 36 19,audio recordings/Audio_10_29_2024_11_36_19^.wav,2,.mp3|.wav,166.736,Audio Bee,,,,,,,,audio recordings/Audio_10_29_2024_11_36_19^.wav | audio recordings/Audio_10_29_2024_11_36_19.mp3,
todo,audio_10_29_2024_11_39,Session Audio 10 29 2024 11 39 17,audio recordings/Audio_10_29_2024_11_39_17^.wav,2,.mp3|.wav,163.892,Audio Bee,,,,,,,,audio recordings/Audio_10_29_2024_11_39_17^.wav | audio recordings/Audio_10_29_2024_11_39_17.mp3,
todo,audio_10_29_2024_11_42,Session Audio 10 29 2024 11 42 08,audio recordings/Audio_10_29_2024_11_42_08^.wav,2,.mp3|.wav,350.48,Audio Bee,,,,,,,,audio recordings/Audio_10_29_2024_11_42_08^.wav | audio recordings/Audio_10_29_2024_11_42_08.mp3,
todo,audio_10_29_2025_20_33,Session Audio 10 29 2025 20 33 29,audio recordings/Audio_10_29_2025_20_33_29.mp3,1,.mp3,558.206,Audio Bee,,,,,,,,audio recordings/Audio_10_29_2025_20_33_29.mp3,
todo,audio_11_01_2024_07_53,Session Audio 11 01 2024 07 53 39,audio recordings/Audio_11_01_2024_07_53_39^.wav,2,.mp3|.wav,1527.376,Audio Bee,,,,,,,,audio recordings/Audio_11_01_2024_07_53_39^.wav | audio recordings/Audio_11_01_2024_07_53_39.mp3,
todo,audio_11_06_2024_00_35,Session Audio 11 06 2024 00 35 37,audio recordings/Audio_11_06_2024_00_35_37^.wav,2,.mp3|.wav,1470.8,Audio Bee,,,,,,,,audio recordings/Audio_11_06_2024_00_35_37^.wav | audio recordings/Audio_11_06_2024_00_35_37.mp3,
todo,audio_11_08_2024_01_18,Session Audio 11 08 2024 01 18 47,audio recordings/Audio_11_08_2024_01_18_47^.wav,2,.mp3|.wav,505.784,Audio Bee,,,,,,,,audio recordings/Audio_11_08_2024_01_18_47^.wav | audio recordings/Audio_11_08_2024_01_18_47.mp3,
todo,audio_11_11_2024_09_46,Session Audio 11 11 2024 09 46 44,audio recordings/Audio_11_11_2024_09_46_44^.wav,2,.mp3|.wav,721.676,Audio Bee,,,,,,,,audio recordings/Audio_11_11_2024_09_46_44^.wav | audio recordings/Audio_11_11_2024_09_46_44.mp3,
todo,audio_11_11_2024_10_14,Session Audio 11 11 2024 10 14 24,audio recordings/Audio_11_11_2024_10_14_24.mp3,1,.mp3,1046.452,Audio Bee,,,,,,,,audio recordings/Audio_11_11_2024_10_14_24.mp3,
todo,audio_11_11_2024_10_32,Session Audio 11 11 2024 10 32 32,audio recordings/Audio_11_11_2024_10_32_32^.wav,2,.mp3|.wav,22.556,Audio Bee,,,,,,,,audio recordings/Audio_11_11_2024_10_32_32^.wav | audio recordings/Audio_11_11_2024_10_32_32.mp3,
